gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Female,0,No,No,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,0,12–24 months,Medium Risk,0.30832477658948254,0,Medium Risk,73.99794638147581
Female,1,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,0,48+ months,Low Risk,0.060062834737219045,0,Low Risk,14.41508033693257
Female,0,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,1,24–48 months,Medium Risk,0.24018572154478446,0,Low Risk,57.644573170748274
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,1,12–24 months,Medium Risk,0.44298164606393453,0,Medium Risk,106.31559505534429
Male,0,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,1,0–12 months,High Risk,0.4417683679465849,0,Medium Risk,106.02440830718038
Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,0,24–48 months,Low Risk,0.0593588975943226,0,Low Risk,14.246135422637424
Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,0,24–48 months,Low Risk,0.04646064521008034,0,Low Risk,11.150554850419281
Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0,24–48 months,Medium Risk,0.09158147563730604,0,Low Risk,21.979554152953447
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,0,48+ months,Low Risk,0.00460266279484902,0,Low Risk,1.1046390707637648
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,1,0–12 months,High Risk,0.6875648460506347,1,Medium Risk,165.01556305215234
Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,1,24–48 months,Low Risk,0.25265016117119626,0,Low Risk,60.6360386810871
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,0,0–12 months,High Risk,0.5656196093439282,1,Medium Risk,135.74870624254277
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,0,12–24 months,Medium Risk,0.6223607932075733,1,Medium Risk,149.3665903698176
Female,0,No,Yes,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,0,12–24 months,Medium Risk,0.2115523355584277,0,Low Risk,50.772560534022645
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,0,48+ months,Low Risk,0.018247937929691045,0,Low Risk,4.379505103125851
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,0,24–48 months,Medium Risk,0.44915964222660576,0,Medium Risk,107.79831413438538
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,1,24–48 months,Low Risk,0.37305486903694257,0,Medium Risk,89.53316856886622
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,0,0–12 months,Medium Risk,0.03801289330478206,0,Low Risk,9.123094393147694
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,0,48+ months,Low Risk,0.09555653229440077,0,Low Risk,22.933567750656184
Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,0,12–24 months,Medium Risk,0.42684085600882854,0,Medium Risk,102.44180544211885
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,0,48+ months,Low Risk,0.10493647368814184,0,Low Risk,25.184753685154043
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,0,48+ months,Low Risk,0.01452320456706369,0,Low Risk,3.485569096095286
Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,0,12–24 months,Medium Risk,0.028119025942264893,0,Low Risk,6.748566226143574
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,0,24–48 months,Medium Risk,0.06840336946099089,0,Low Risk,16.416808670637813
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,0,12–24 months,Medium Risk,0.02915087086434126,0,Low Risk,6.9962090074419025
Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,0,24–48 months,Medium Risk,0.24102090853583655,0,Low Risk,57.84501804860077
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,1,24–48 months,Low Risk,0.02686481618925562,0,Low Risk,6.447555885421349
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,0,0–12 months,High Risk,0.21455600244040962,0,Low Risk,51.49344058569831
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,0,48+ months,Low Risk,0.006103074913593979,0,Low Risk,1.464737979262555
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,0,0–12 months,High Risk,0.47967391510280594,0,Medium Risk,115.12173962467342
Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,0–12 months,High Risk,0.6328495137999917,1,Medium Risk,151.883883311998
Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,1,0–12 months,High Risk,0.4748406927739438,0,Medium Risk,113.96176626574652
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,0,0–12 months,High Risk,0.15311595170011566,0,Low Risk,36.74782840802776
Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,0,48+ months,Low Risk,0.04381959273243772,0,Low Risk,10.516702255785052
Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,0,48+ months,Low Risk,0.08675484687051184,0,Low Risk,20.82116324892284
Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,0,48+ months,Low Risk,0.042524141509243996,0,Low Risk,10.205793962218559
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,0,48+ months,Low Risk,0.01100142387562506,0,Low Risk,2.6403417301500145
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,0,24–48 months,Medium Risk,0.193993065757093,0,Low Risk,46.55833578170232
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,1,0–12 months,High Risk,0.7795365633916844,1,High Risk,187.08877521400427
Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,1,0–12 months,High Risk,0.11787354532380677,0,Low Risk,28.289650877713626
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,1,0–12 months,High Risk,0.6507714831660811,1,Medium Risk,156.18515595985946
Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,0,12–24 months,Medium Risk,0.29692162037964864,0,Low Risk,71.26118889111568
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,0,48+ months,Low Risk,0.05078220491176475,0,Low Risk,12.18772917882354
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,0,24–48 months,Low Risk,0.22236663765166217,0,Low Risk,53.36799303639892
Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,0,12–24 months,Medium Risk,0.017336930007805458,0,Low Risk,4.16086320187331
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,1,24–48 months,Low Risk,0.204216971409263,0,Low Risk,49.01207313822312
Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,0,48+ months,Medium Risk,0.2261471717093154,0,Low Risk,54.275321210235695
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,0,24–48 months,Medium Risk,0.10643375214793414,0,Low Risk,25.544100515504194
Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,0,12–24 months,Medium Risk,0.11823916650562998,0,Low Risk,28.377399961351195
Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,48+ months,Low Risk,0.004226037538128738,0,Low Risk,1.014249009150897
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,0,0–12 months,High Risk,0.7275161807845019,1,High Risk,174.60388338828045
Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,1,24–48 months,Medium Risk,0.16521655864989135,0,Low Risk,39.651974075973925
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,1,0–12 months,High Risk,0.1651140650942242,0,Low Risk,39.627375622613805
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,0,48+ months,Low Risk,0.030078756847526845,0,Low Risk,7.218901643406443
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,0,48+ months,Medium Risk,0.3631254962981191,0,Medium Risk,87.15011911154858
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,0,24–48 months,Low Risk,0.006813676341209765,0,Low Risk,1.6352823218903436
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,1,0–12 months,High Risk,0.6409052650969278,1,Medium Risk,153.81726362326268
Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,48+ months,Low Risk,0.025759547490530537,0,Low Risk,6.182291397727329
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,0,24–48 months,Medium Risk,0.25374005852698267,0,Low Risk,60.89761404647584
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,0,0–12 months,High Risk,0.5244521852191514,1,Medium Risk,125.86852445259633
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,1,0–12 months,Medium Risk,0.20643446332673476,0,Low Risk,49.54427119841634
Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,0,24–48 months,Low Risk,0.10942722421764088,0,Low Risk,26.262533812233812
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,0,24–48 months,Medium Risk,0.12138557318098313,0,Low Risk,29.13253756343595
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,1,12–24 months,Medium Risk,0.3962733292980132,0,Medium Risk,95.10559903152316
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,0,24–48 months,Low Risk,0.0161421451624328,0,Low Risk,3.874114838983872
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1,0–12 months,High Risk,0.8096652628230808,1,High Risk,194.3196630775394
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,0,48+ months,Medium Risk,0.2770675730297404,0,Low Risk,66.49621752713769
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,1,48+ months,Low Risk,0.11105923677480939,0,Low Risk,26.654216825954254
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,0,24–48 months,Medium Risk,0.46602994944200876,0,Medium Risk,111.84718786608211
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,0,12–24 months,Medium Risk,0.4738165621215487,0,Medium Risk,113.71597490917169
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,1,0–12 months,High Risk,0.48600874690919765,0,Medium Risk,116.64209925820744
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,1,24–48 months,Medium Risk,0.5320509300022317,1,Medium Risk,127.69222320053561
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,0,48+ months,Low Risk,0.04324346035159845,0,Low Risk,10.378430484383628
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,1,12–24 months,Medium Risk,0.6186406330452804,1,Medium Risk,148.47375193086728
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,1,12–24 months,Medium Risk,0.5544293108146037,1,Medium Risk,133.0630345955049
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,0,0–12 months,High Risk,0.27893020371021837,0,Low Risk,66.94324889045241
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,0,0–12 months,High Risk,0.7378207122039243,1,High Risk,177.07697092894185
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,0,48+ months,Medium Risk,0.3921947548937823,0,Medium Risk,94.12674117450776
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,0,48+ months,Low Risk,0.0932783796519735,0,Low Risk,22.386811116473638
Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,0,48+ months,Low Risk,0.010889838365630096,0,Low Risk,2.613561207751223
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,0,0–12 months,High Risk,0.81057426895877,1,High Risk,194.5378245501048
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,0,0–12 months,High Risk,0.229720514206852,0,Low Risk,55.13292340964448
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,0,48+ months,Low Risk,0.08582610419031884,0,Low Risk,20.598265005676524
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,0,48+ months,Low Risk,0.05999437283173833,0,Low Risk,14.398649479617198
Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,0,0–12 months,High Risk,0.6685610545208273,1,Medium Risk,160.45465308499854
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,0,48+ months,Low Risk,0.014962191857921366,0,Low Risk,3.590926045901128
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,0,0–12 months,High Risk,0.640085214933954,1,Medium Risk,153.62045158414895
Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,0,24–48 months,Medium Risk,0.21301921180392472,0,Low Risk,51.12461083294193
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,0,48+ months,Low Risk,0.07155426278460991,0,Low Risk,17.173023068306378
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,0,48+ months,Low Risk,0.00641670780481586,0,Low Risk,1.5400098731558063
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,0,0–12 months,High Risk,0.2240067467724334,0,Low Risk,53.76161922538402
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,0,0–12 months,High Risk,0.19878672598898106,0,Low Risk,47.708814237355455
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,0,48+ months,Low Risk,0.011820872542999017,0,Low Risk,2.837009410319764
Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,0,24–48 months,Medium Risk,0.4740232607350618,0,Medium Risk,113.76558257641483
